sentence_id,sentence,aspect,category,polarity
680:0,فندق راقي وفخم الفندق رائع ومرتب وهادئ يصلح للعائله له مواقف خاصة للفندق ولكن سعره مرتفع قليلا موقعه هادئ والغرف نظيفة ومرتبة وخدمة الغرف والنظافه كانوا رائعين الاستقبال يعيبهم الشده والتزمت خاصة العرب منهم كأنهم يكرهون عملهم ( بالعربي نفسية ) يتمنون ان تلغي حجزك هذا احساسي وقد أكون خاطئا لكن المرة القادمه سوف لن اخاطبهم وسأبحث عن أي غير عربي,الاستقبال,SERVICE,neutral
2027:0,احذر هذا الفندق,الفندق,HOTEL,negative
2027:1,كنت في سفرة عمل وهذا الفندق اسوء من السيء,الفندق,HOTEL,negative
2027:3,#1634;- الحمام ضيق جدا وقديم,الحمام,ROOMS,negative
2027:4,#1635;- الغرف ضيقه جدا,الغرف,ROOMS,negative
2027:5,#1636;- الفرونت دسك يتاخرون جدا بالرد وينسون اي اتصال,الفرونت دسك,SERVICE,negative
2027:6,#1637;- المطعم غاية في السوء واثاثه رثه جدا والطعام سيء للغايه,الطعام,FOOD_DRINKS,negative
2027:7,#1638;- الاسعار فيها خداع جدا,الاسعار,HOTEL,negative
1082:1,الموظفون ودودون,الموظفون,SERVICE,positive
1082:2,الغرفة/المداخل شديدة ألكآبة ولكنها واسعة - حمام واحد لكل غرفتين,الغرفة,ROOMS,positive
1082:2,الغرفة/المداخل شديدة ألكآبة ولكنها واسعة - حمام واحد لكل غرفتين,حمام,ROOMS,negative
1082:2,الغرفة/المداخل شديدة ألكآبة ولكنها واسعة - حمام واحد لكل غرفتين,NULL,ROOMS,positive
1082:4,الموقع جيد ، على بعد نحو 15-20 دقيقة سيرًا على الأقدام حتى وسط المدينة - نظيف إلى حد ما ولكن الجو العام سيء,الموقع,LOCATION,positive
1786:0,إنها جوهرة مطلقة! إيسكالا النوبية الصديقة للبيئة بالتأكيد! فإنها أعظم سر بكل مصر- إن هذا المكان هو مطعم وفندق صغير رائع,مطعم,HOTEL,positive
1786:0,إنها جوهرة مطلقة! إيسكالا النوبية الصديقة للبيئة بالتأكيد! فإنها أعظم سر بكل مصر- إن هذا المكان هو مطعم وفندق صغير رائع,NULL,HOTEL,positive
1786:1,تمتع فريقنا الصغير بواحدة من أرقى الوجبات التي تناولانها في جميع أنحاء مصر هذا المساء بعد عرض الصوت والضوء.,الوجبات,FOOD_DRINKS,positive
1786:2,استمتعنا بكرم الضيافة، والود، بالإضافة الى الطعام الرائع - لم نرغب في العودة إلى القاهرة! شعرنا أننا يجب أن نقيم هنا بصفة دائمة... لقد كان شيئًا مدهشًا,الضيافة,SERVICE,positive
1786:2,استمتعنا بكرم الضيافة، والود، بالإضافة الى الطعام الرائع - لم نرغب في العودة إلى القاهرة! شعرنا أننا يجب أن نقيم هنا بصفة دائمة... لقد كان شيئًا مدهشًا,الود,SERVICE,positive
1786:2,استمتعنا بكرم الضيافة، والود، بالإضافة الى الطعام الرائع - لم نرغب في العودة إلى القاهرة! شعرنا أننا يجب أن نقيم هنا بصفة دائمة... لقد كان شيئًا مدهشًا,الطعام,FOOD_DRINKS,positive
1786:2,استمتعنا بكرم الضيافة، والود، بالإضافة الى الطعام الرائع - لم نرغب في العودة إلى القاهرة! شعرنا أننا يجب أن نقيم هنا بصفة دائمة... لقد كان شيئًا مدهشًا,NULL,HOTEL,positive
762:0,مميز في الخدمة و الاطلالة ع الحرم الملاحظة فقط في مواقف السيارات تتأخر في ركن السياره وصعوبة الوصل اليها,الحرم,LOCATION,positive
762:1,اعجبني النادي الصحي ونظافة المكان وهدوء النادي الصحي اقترح تفعيل صالون الحلاقة اعجبني أيضاً الأدوار العلوية الخاصة بالvip وأعجبتني تجربة السكن فيها,NULL,HOTEL,positive
1732:0,فندق بسيط ممتاز ومعاملة ممتازة للنزلاء  أقمت في دار الضيافة، على بعد حوالى 100 متر من الفندق.,فندق,HOTEL,positive
1732:0,فندق بسيط ممتاز ومعاملة ممتازة للنزلاء  أقمت في دار الضيافة، على بعد حوالى 100 متر من الفندق.,معاملة,SERVICE,positive
1732:0,فندق بسيط ممتاز ومعاملة ممتازة للنزلاء  أقمت في دار الضيافة، على بعد حوالى 100 متر من الفندق.,دار الضيافة,LOCATION,positive
1732:1,جناح عظيم يحتوي على دش مثالي، ووسائل الراحة، وتلفزيون جيد، وآسرة جميلة، ونوافذ ضخمة,جناح,ROOMS,positive
1732:1,جناح عظيم يحتوي على دش مثالي، ووسائل الراحة، وتلفزيون جيد، وآسرة جميلة، ونوافذ ضخمة,آسرة,ROOMS,positive
1732:2,بعض الضوضاء من الشارع ولكن من ذا الذي لا يعاني من الضوضاء اليوم؟,NULL,HOTEL,negative
1732:3,كان توماس المدير رائعًا ومتعاونًا.,المدير,SERVICE,positive
1732:4,أفضل موقع في المدينة.,موقع,LOCATION,positive
1732:5,إفطار لائق.!,إفطار,FOOD_DRINKS,positive
2040:0,مستوى خدمة متدنى ومعاملة سيئة,مستوى خدمة,SERVICE,negative
2040:0,مستوى خدمة متدنى ومعاملة سيئة,معاملة,SERVICE,negative
2040:1,استقبال غير جيد فلم تكن الغرف مجهزة فور وصولنا وانتظرنا 3ساعات حتى وصول الحقائب الى الغرف,استقبال,SERVICE,negative
2040:1,استقبال غير جيد فلم تكن الغرف مجهزة فور وصولنا وانتظرنا 3ساعات حتى وصول الحقائب الى الغرف,الغرف,ROOMS,negative
2040:2,معاملة الشيف غاية فى السوء وقام بسب بعض الحضور مما ادى الى مشاجرة بينه وبين احد النزلاء,معاملة الشيف,SERVICE,negative
2040:3,المطعم سىء للغاية ومعاملة سيئة جداً للمصريين,معاملة,SERVICE,negative
1427:0,اول مرة في شرم جو الفندق كان ممتاز ..الانيميشن رائعون ...الموظفون ودودون ومتعاونون جدا  جدا وخصوصا موظف الاستقبال محمد(ابوزياد) و الانيميشن احمد والونا والينا...,الفندق,HOTEL,positive
1427:0,اول مرة في شرم جو الفندق كان ممتاز ..الانيميشن رائعون ...الموظفون ودودون ومتعاونون جدا  جدا وخصوصا موظف الاستقبال محمد(ابوزياد) و الانيميشن احمد والونا والينا...,الانيميشن,SERVICE,positive
1427:0,اول مرة في شرم جو الفندق كان ممتاز ..الانيميشن رائعون ...الموظفون ودودون ومتعاونون جدا  جدا وخصوصا موظف الاستقبال محمد(ابوزياد) و الانيميشن احمد والونا والينا...,الموظفون,SERVICE,positive
1427:1,الفندق هادئ ومستوى النزلاء جيد...لم نشعر بالانزعاج من شئ...يرجى الاهتمام اكثر بمستوى الاثاث الذي لا يليق بفندق 5 نجوم ...كما ان الطعام من ناحية الطعم والنظافة لايرقى للمتوسط.... بشكل عام الفندق ممتاز وانصح به وبشدة,الفندق,HOTEL,positive
1427:1,الفندق هادئ ومستوى النزلاء جيد...لم نشعر بالانزعاج من شئ...يرجى الاهتمام اكثر بمستوى الاثاث الذي لا يليق بفندق 5 نجوم ...كما ان الطعام من ناحية الطعم والنظافة لايرقى للمتوسط.... بشكل عام الفندق ممتاز وانصح به وبشدة,الطعام,FOOD_DRINKS,negative
1427:1,الفندق هادئ ومستوى النزلاء جيد...لم نشعر بالانزعاج من شئ...يرجى الاهتمام اكثر بمستوى الاثاث الذي لا يليق بفندق 5 نجوم ...كما ان الطعام من ناحية الطعم والنظافة لايرقى للمتوسط.... بشكل عام الفندق ممتاز وانصح به وبشدة,الفندق,HOTEL,positive
2035:0,اسوأ فندق تعامل مع العملاء,تعامل,SERVICE,negative
2035:1,اسوأ فندق دخلته حتى الان,فندق,HOTEL,negative
2035:2,اول فندق يمنع العملاء من ادخال الطعام للغرفة معاملة سيئة للغاية من قبل الموظفين لا احد يهتم برغبات الزبون المهم تطبيق سياسة الفندق,فندق,HOTEL,negative
2035:2,اول فندق يمنع العملاء من ادخال الطعام للغرفة معاملة سيئة للغاية من قبل الموظفين لا احد يهتم برغبات الزبون المهم تطبيق سياسة الفندق,الموظفين,SERVICE,negative
2035:3,وحتى طريقة تبرير الموظفين غير مقنعة وتخلو من الادب من جميع الموظفين Alaa,الموظفين,SERVICE,negative
2035:3,وحتى طريقة تبرير الموظفين غير مقنعة وتخلو من الادب من جميع الموظفين Alaa,جميع الموظفين,SERVICE,negative
1578:0,فندق رائع وخدمه اروع فندق روعه الروعه لكل اللى يبغى قضاء اجازة ممتعه له وللعائله مناظر روعه على البحر والاقامه ممتازة والخدمه روعه والاصطاف فى الفندق على اعلى ما يكون وخاصه الاستقبال ومستر عمرو عاطف الذى سهل لنا كل شئ اتمنى له ولزملائه التوفيق وان شاء الله برجع الفندق مرة ثانيه اكيييييييييييييييييييييييييييد,فندق,HOTEL,positive
1578:0,فندق رائع وخدمه اروع فندق روعه الروعه لكل اللى يبغى قضاء اجازة ممتعه له وللعائله مناظر روعه على البحر والاقامه ممتازة والخدمه روعه والاصطاف فى الفندق على اعلى ما يكون وخاصه الاستقبال ومستر عمرو عاطف الذى سهل لنا كل شئ اتمنى له ولزملائه التوفيق وان شاء الله برجع الفندق مرة ثانيه اكيييييييييييييييييييييييييييد,خدمه,SERVICE,positive
1578:0,فندق رائع وخدمه اروع فندق روعه الروعه لكل اللى يبغى قضاء اجازة ممتعه له وللعائله مناظر روعه على البحر والاقامه ممتازة والخدمه روعه والاصطاف فى الفندق على اعلى ما يكون وخاصه الاستقبال ومستر عمرو عاطف الذى سهل لنا كل شئ اتمنى له ولزملائه التوفيق وان شاء الله برجع الفندق مرة ثانيه اكيييييييييييييييييييييييييييد,فندق,HOTEL,positive
1578:0,فندق رائع وخدمه اروع فندق روعه الروعه لكل اللى يبغى قضاء اجازة ممتعه له وللعائله مناظر روعه على البحر والاقامه ممتازة والخدمه روعه والاصطاف فى الفندق على اعلى ما يكون وخاصه الاستقبال ومستر عمرو عاطف الذى سهل لنا كل شئ اتمنى له ولزملائه التوفيق وان شاء الله برجع الفندق مرة ثانيه اكيييييييييييييييييييييييييييد,البحر,LOCATION,positive
1578:0,فندق رائع وخدمه اروع فندق روعه الروعه لكل اللى يبغى قضاء اجازة ممتعه له وللعائله مناظر روعه على البحر والاقامه ممتازة والخدمه روعه والاصطاف فى الفندق على اعلى ما يكون وخاصه الاستقبال ومستر عمرو عاطف الذى سهل لنا كل شئ اتمنى له ولزملائه التوفيق وان شاء الله برجع الفندق مرة ثانيه اكيييييييييييييييييييييييييييد,الاقامه,HOTEL,positive
1578:0,فندق رائع وخدمه اروع فندق روعه الروعه لكل اللى يبغى قضاء اجازة ممتعه له وللعائله مناظر روعه على البحر والاقامه ممتازة والخدمه روعه والاصطاف فى الفندق على اعلى ما يكون وخاصه الاستقبال ومستر عمرو عاطف الذى سهل لنا كل شئ اتمنى له ولزملائه التوفيق وان شاء الله برجع الفندق مرة ثانيه اكيييييييييييييييييييييييييييد,الخدمه,SERVICE,positive
1357:0,فندق مدهش قمت بالحجز في هذا الفندق عن طريق صديق وكنت اريد الحجز بفندق اخر اربعة نجوم، ولكن عندما سكنت في هذا الفندق تفاجئت.,فندق,HOTEL,positive
1357:1,غرف واسعة جدا,غرف,ROOMS,positive
1357:2,والموظفين تعاملهم راقي خصيصا قسم الاستقبال ساعدوني يكل ما اريده.,الموظفين,SERVICE,positive
1357:3,بوفي الافطار خمس نجوم والاكل طيب.,بوفي الافطار,FOOD_DRINKS,positive
1357:3,بوفي الافطار خمس نجوم والاكل طيب.,الاكل,FOOD_DRINKS,positive
1357:5,وخدمات توصيل مجانا الى سيتي ومكة مول ومنطقة الصويفية.,خدمات توصيل,SERVICE,positive
1357:6,بصراحة كاني في بيتي وبين اهلي.وسعر الغرفة معقول,سعر الغرفة,ROOMS,positive
471:0,عبدالهادي / ليبيا فندق جميل موقع ممتاز ... خدمات راقية ..من أجمل الفنادق في منطقة التقسيم تمتعت بالاقامة في هذا الفندق لمدة 6 أيام أنا وزوجتى وابنتي وأعجبني وأذهلني هذا الموقع والتصميم الجميل للغرف والمطعم مع الابتسامة الدائمة للعاملين كافة في هذا الصرح الجميل ...اتوقع زيارة اخرى قبل شهر رمضان,فندق,HOTEL,positive
471:0,عبدالهادي / ليبيا فندق جميل موقع ممتاز ... خدمات راقية ..من أجمل الفنادق في منطقة التقسيم تمتعت بالاقامة في هذا الفندق لمدة 6 أيام أنا وزوجتى وابنتي وأعجبني وأذهلني هذا الموقع والتصميم الجميل للغرف والمطعم مع الابتسامة الدائمة للعاملين كافة في هذا الصرح الجميل ...اتوقع زيارة اخرى قبل شهر رمضان,موقع,LOCATION,positive
471:0,عبدالهادي / ليبيا فندق جميل موقع ممتاز ... خدمات راقية ..من أجمل الفنادق في منطقة التقسيم تمتعت بالاقامة في هذا الفندق لمدة 6 أيام أنا وزوجتى وابنتي وأعجبني وأذهلني هذا الموقع والتصميم الجميل للغرف والمطعم مع الابتسامة الدائمة للعاملين كافة في هذا الصرح الجميل ...اتوقع زيارة اخرى قبل شهر رمضان,خدمات,SERVICE,positive
471:0,عبدالهادي / ليبيا فندق جميل موقع ممتاز ... خدمات راقية ..من أجمل الفنادق في منطقة التقسيم تمتعت بالاقامة في هذا الفندق لمدة 6 أيام أنا وزوجتى وابنتي وأعجبني وأذهلني هذا الموقع والتصميم الجميل للغرف والمطعم مع الابتسامة الدائمة للعاملين كافة في هذا الصرح الجميل ...اتوقع زيارة اخرى قبل شهر رمضان,عاملين,SERVICE,positive
60:0,السعر باهظ جدًا، والخدمة ممتازة، والموقع رائع.  موقع مثالي بالقرب من أهم معالم المدينة الداخلية في فيينا.,السعر,HOTEL,negative
60:0,السعر باهظ جدًا، والخدمة ممتازة، والموقع رائع.  موقع مثالي بالقرب من أهم معالم المدينة الداخلية في فيينا.,الخدمة,SERVICE,positive
60:0,السعر باهظ جدًا، والخدمة ممتازة، والموقع رائع.  موقع مثالي بالقرب من أهم معالم المدينة الداخلية في فيينا.,الموقع,LOCATION,positive
60:0,السعر باهظ جدًا، والخدمة ممتازة، والموقع رائع.  موقع مثالي بالقرب من أهم معالم المدينة الداخلية في فيينا.,موقع,LOCATION,positive
60:1,خدمة مثالية، محترفة، ودودة، سريعة، رقيقة، بل إنها تلقاك أحيانًا بالابتسام. غرفة قديمة ومزدحمة من الداخل إلى حد كبير، ولكن السرير جيد.,خدمة,SERVICE,positive
60:1,خدمة مثالية، محترفة، ودودة، سريعة، رقيقة، بل إنها تلقاك أحيانًا بالابتسام. غرفة قديمة ومزدحمة من الداخل إلى حد كبير، ولكن السرير جيد.,غرفة,ROOMS,negative
60:1,خدمة مثالية، محترفة، ودودة، سريعة، رقيقة، بل إنها تلقاك أحيانًا بالابتسام. غرفة قديمة ومزدحمة من الداخل إلى حد كبير، ولكن السرير جيد.,السرير,ROOMS,neutral
1934:0,"صور مزيفة إن هذا الفندق جيد يا عزيزي, لكن صوره الثلاثة الموجودة هنا تعود لفندق آخر, إنها لا تخص فندق لولو . حيث أنه مجرد فندق أرضي",الفندق,HOTEL,positive
325:0,الفخامة و الراحة و كفاءة الخدمة السويت أفضل شيء يمكنك ان تحجزه لان ملحقاته مريحة و فخمة بالاضافة الا صلاحية دخول نادي روتانا و تناول المشروبات و حوض السباحة تجربة لا تنسى.,الخدمة,SERVICE,positive
325:0,الفخامة و الراحة و كفاءة الخدمة السويت أفضل شيء يمكنك ان تحجزه لان ملحقاته مريحة و فخمة بالاضافة الا صلاحية دخول نادي روتانا و تناول المشروبات و حوض السباحة تجربة لا تنسى.,السويت,HOTEL,positive
325:1,لائحة الطعام متنوعة و غاية في الروعة. الفندق في محيط يحتوى على متنزه خليفة المتميز و قريب من مدخل ابوظبي (المشرف مول).,الطعام,FOOD_DRINKS,positive
325:1,لائحة الطعام متنوعة و غاية في الروعة. الفندق في محيط يحتوى على متنزه خليفة المتميز و قريب من مدخل ابوظبي (المشرف مول).,الفندق,LOCATION,positive
771:0,أقمت فى هذا الفندق وهو ممتاز من جميع الجوانب سواء الموقع أو الخدمة أو الغرف أو المطاعم أو جودة ونوعية الطعام,الموقع,LOCATION,positive
771:0,أقمت فى هذا الفندق وهو ممتاز من جميع الجوانب سواء الموقع أو الخدمة أو الغرف أو المطاعم أو جودة ونوعية الطعام,الخدمة,SERVICE,positive
771:0,أقمت فى هذا الفندق وهو ممتاز من جميع الجوانب سواء الموقع أو الخدمة أو الغرف أو المطاعم أو جودة ونوعية الطعام,الغرف,ROOMS,positive
771:0,أقمت فى هذا الفندق وهو ممتاز من جميع الجوانب سواء الموقع أو الخدمة أو الغرف أو المطاعم أو جودة ونوعية الطعام,جودة ونوعية الطعام,FOOD_DRINKS,positive
771:1,بالإضافة إلى قربه الشديد من الحرم المكى,الحرم المكى,LOCATION,positive
1260:0,مشين...... ويعد هذا وصف مهذب!!,NULL,HOTEL,negative
1260:1,لا يوجد ماء جارٍ ناهيك عن الماء الساخن! المرحاض الخاص بنا لم تكن تتدفق منه المياه ولم يتم إصلاحه إلا في آخر يوم بعد 3 أيام من الشكوى.,المرحاض,ROOMS,negative
285:0,لطيف للغاية...!  -الموقع منقطع النظير-فريق العمل ودود للغاية ويتعامل مع المشاكل فورا -إفطار رائع-لاونج مع موسيقى تجعلك تريد البقاء هناك طوال اليوم-الشيء الوحيد السلبي هو تنظيف الغرف (ربما يرجع ذلك إلى حقيقة أننا كنا نستيقظ متأخرا)-! الناس رائعة وستتمكن من رؤية لشبونة عبر توصياتهم,فريق العمل,SERVICE,positive
285:0,لطيف للغاية...!  -الموقع منقطع النظير-فريق العمل ودود للغاية ويتعامل مع المشاكل فورا -إفطار رائع-لاونج مع موسيقى تجعلك تريد البقاء هناك طوال اليوم-الشيء الوحيد السلبي هو تنظيف الغرف (ربما يرجع ذلك إلى حقيقة أننا كنا نستيقظ متأخرا)-! الناس رائعة وستتمكن من رؤية لشبونة عبر توصياتهم,إفطار,FOOD_DRINKS,positive
285:0,لطيف للغاية...!  -الموقع منقطع النظير-فريق العمل ودود للغاية ويتعامل مع المشاكل فورا -إفطار رائع-لاونج مع موسيقى تجعلك تريد البقاء هناك طوال اليوم-الشيء الوحيد السلبي هو تنظيف الغرف (ربما يرجع ذلك إلى حقيقة أننا كنا نستيقظ متأخرا)-! الناس رائعة وستتمكن من رؤية لشبونة عبر توصياتهم,الغرف,ROOMS,negative
809:0,أفضل فندق في العقبه إطلالة بحر رائعه اهدئ مكان للاستجمام بالفعل يستحق 5 نجوم,فندق,HOTEL,positive
809:0,أفضل فندق في العقبه إطلالة بحر رائعه اهدئ مكان للاستجمام بالفعل يستحق 5 نجوم,إطلالة,LOCATION,positive
809:1,خدمات سريعه و نظافه لاتوصف و موقع رائع و ملاحظتي الوحيده قله المناشف على المسبح و قله كراسي البحر على المسبح,خدمات,SERVICE,positive
809:1,خدمات سريعه و نظافه لاتوصف و موقع رائع و ملاحظتي الوحيده قله المناشف على المسبح و قله كراسي البحر على المسبح,نظافه,HOTEL,positive
809:1,خدمات سريعه و نظافه لاتوصف و موقع رائع و ملاحظتي الوحيده قله المناشف على المسبح و قله كراسي البحر على المسبح,موقع,LOCATION,positive
809:2,و لكن المسبح رائع و ينقصه أن يكون مدفاء حيث سيكون الفندق ممتلئ على مدار العام,الفندق,HOTEL,positive
1175:0,مكان غير آمن قضيت سبعة أيام في عطلة عائلية هنا وعلى الرغم من أن المكان جيد إلا أن الغرف كانت قذرة، فالزجاج تستطيع بالكاد أن ترى من خلاله، وأسوأ ما في الأمر أننا فقدنا آلة تصوير باهظة الثمن وبعض الأشياء الأخرى، ولم تعرنا الإدارة الكثير من الاهتمام وفشلت الشرطة في معرفة الفاعل على الرغم من أنه من الواضح أن الأشخاص الوحيدون القادرون على الدخول هم القائمون على خدمة الغرف.,المكان,HOTEL,neutral
1175:0,مكان غير آمن قضيت سبعة أيام في عطلة عائلية هنا وعلى الرغم من أن المكان جيد إلا أن الغرف كانت قذرة، فالزجاج تستطيع بالكاد أن ترى من خلاله، وأسوأ ما في الأمر أننا فقدنا آلة تصوير باهظة الثمن وبعض الأشياء الأخرى، ولم تعرنا الإدارة الكثير من الاهتمام وفشلت الشرطة في معرفة الفاعل على الرغم من أنه من الواضح أن الأشخاص الوحيدون القادرون على الدخول هم القائمون على خدمة الغرف.,الغرف,ROOMS,negative
1232:0,إقامتي الخامسة في نفس الفندق,NULL,HOTEL,positive
1232:1,قريب جداً من المطار والمدينة,المطار,LOCATION,positive
1232:1,قريب جداً من المطار والمدينة,المدينة,LOCATION,positive
1232:3,الجودة ذاتها والخدمة في كل فنادق آيبيس.,الجودة,HOTEL,positive
1232:3,الجودة ذاتها والخدمة في كل فنادق آيبيس.,الخدمة,SERVICE,positive
1232:4,لكنني أضمن لك بأن الفطور هناك يضاهي أياً آخر.,الفطور,FOOD_DRINKS,positive
1232:5,أوصي به جداً. لكن قم بالحجز من قبل بفترة لأن هذا الفندق مشغول دائماَ,NULL,HOTEL,positive
200:0,موفنبيك للمسافرين للتجارة من الولايات المتحدة الفندق مريح للأشخاص من الولايات المتحدة. خيارات الأكل جيدة. منطقة جيدة للتمارين الرياضية لكنها للرجال فقط.,الفندق,HOTEL,positive
200:0,موفنبيك للمسافرين للتجارة من الولايات المتحدة الفندق مريح للأشخاص من الولايات المتحدة. خيارات الأكل جيدة. منطقة جيدة للتمارين الرياضية لكنها للرجال فقط.,خيارات الأكل,FOOD_DRINKS,neutral
200:1,فريق العمل يعامل أسئلتك بانتباه بالغ. موقع جيد. خدمة غسل الملابس سريع و فعال. أوصي بهذا الفندق كمكان للمكوث في هذا الجزء من المملكة.,فريق العمل,SERVICE,positive
200:1,فريق العمل يعامل أسئلتك بانتباه بالغ. موقع جيد. خدمة غسل الملابس سريع و فعال. أوصي بهذا الفندق كمكان للمكوث في هذا الجزء من المملكة.,موقع,LOCATION,neutral
200:1,فريق العمل يعامل أسئلتك بانتباه بالغ. موقع جيد. خدمة غسل الملابس سريع و فعال. أوصي بهذا الفندق كمكان للمكوث في هذا الجزء من المملكة.,خدمة غسل الملابس,SERVICE,positive
1178:0,فندق رائع بسعر رائع!  كان هذا أفضل فندق رأيناه خلال ثلاثة أسابيع أقمناها في إيطاليا. ليس فقط أن سعره رائع وفي موقع مركزي مع فريق عمل متعاون للغاية ولكن الغرفة كانت تشتمل على وسائل الراحة التي يحتاجها المسافرون - مساحة تخزين كبيرة، واسعة جدًا، شمّاعات ملابس، مفاتيح إضاءة ملائمة، ومكيف هواء يعمل بشكل جيد، إلخ. راجع لوحة النشرات الموجودة في بهو الفندق مع إطراءات النزلاء.,فندق,HOTEL,positive
1178:0,فندق رائع بسعر رائع!  كان هذا أفضل فندق رأيناه خلال ثلاثة أسابيع أقمناها في إيطاليا. ليس فقط أن سعره رائع وفي موقع مركزي مع فريق عمل متعاون للغاية ولكن الغرفة كانت تشتمل على وسائل الراحة التي يحتاجها المسافرون - مساحة تخزين كبيرة، واسعة جدًا، شمّاعات ملابس، مفاتيح إضاءة ملائمة، ومكيف هواء يعمل بشكل جيد، إلخ. راجع لوحة النشرات الموجودة في بهو الفندق مع إطراءات النزلاء.,سعر,HOTEL,positive
1178:0,فندق رائع بسعر رائع!  كان هذا أفضل فندق رأيناه خلال ثلاثة أسابيع أقمناها في إيطاليا. ليس فقط أن سعره رائع وفي موقع مركزي مع فريق عمل متعاون للغاية ولكن الغرفة كانت تشتمل على وسائل الراحة التي يحتاجها المسافرون - مساحة تخزين كبيرة، واسعة جدًا، شمّاعات ملابس، مفاتيح إضاءة ملائمة، ومكيف هواء يعمل بشكل جيد، إلخ. راجع لوحة النشرات الموجودة في بهو الفندق مع إطراءات النزلاء.,فريق عمل,SERVICE,positive
1178:0,فندق رائع بسعر رائع!  كان هذا أفضل فندق رأيناه خلال ثلاثة أسابيع أقمناها في إيطاليا. ليس فقط أن سعره رائع وفي موقع مركزي مع فريق عمل متعاون للغاية ولكن الغرفة كانت تشتمل على وسائل الراحة التي يحتاجها المسافرون - مساحة تخزين كبيرة، واسعة جدًا، شمّاعات ملابس، مفاتيح إضاءة ملائمة، ومكيف هواء يعمل بشكل جيد، إلخ. راجع لوحة النشرات الموجودة في بهو الفندق مع إطراءات النزلاء.,الغرفة,ROOMS,positive
199:0,فندق مميز فندق انصح به ، ممتاز وطاقم موظفين محترف وودوود جداً ،،، ولي حقيقة عدة تجارب به منذ اكثر من ثلاث سنوات حيث انه اقرب فندق الى جامعة الملك عبدالعزيز بجدة نظرا لأنني كنت احضر دراسات عليا بالجامعة من #1634;#1632;#1633;#1632; وحتى #1634;#1632;#1633;#1635; ويعتبر الوحيد من الفنادق في هذا الحي صاحب علامة تجارية مميزة مونس,فندق,HOTEL,positive
199:0,فندق مميز فندق انصح به ، ممتاز وطاقم موظفين محترف وودوود جداً ،،، ولي حقيقة عدة تجارب به منذ اكثر من ثلاث سنوات حيث انه اقرب فندق الى جامعة الملك عبدالعزيز بجدة نظرا لأنني كنت احضر دراسات عليا بالجامعة من #1634;#1632;#1633;#1632; وحتى #1634;#1632;#1633;#1635; ويعتبر الوحيد من الفنادق في هذا الحي صاحب علامة تجارية مميزة مونس,طاقم موظفين,SERVICE,positive
121:0,إقامة مركزية جدا في جورجاون  فندق كواليتي إن يقع في موقع مركزي في منطقة جورجاون في القطاع 29 ويحتوي على غرف مؤثثة بشكل جيد جدًا، ومطعم يقدم أطعمة متعددة، وخدمة الغرف ممتازة، والموظفين ودودين، قيمة للمال، وأسعار تنافسية للغاية للعمل والإقامة,غرف مؤثثة,ROOMS,positive
121:0,إقامة مركزية جدا في جورجاون  فندق كواليتي إن يقع في موقع مركزي في منطقة جورجاون في القطاع 29 ويحتوي على غرف مؤثثة بشكل جيد جدًا، ومطعم يقدم أطعمة متعددة، وخدمة الغرف ممتازة، والموظفين ودودين، قيمة للمال، وأسعار تنافسية للغاية للعمل والإقامة,خدمة الغرف,SERVICE,positive
121:0,إقامة مركزية جدا في جورجاون  فندق كواليتي إن يقع في موقع مركزي في منطقة جورجاون في القطاع 29 ويحتوي على غرف مؤثثة بشكل جيد جدًا، ومطعم يقدم أطعمة متعددة، وخدمة الغرف ممتازة، والموظفين ودودين، قيمة للمال، وأسعار تنافسية للغاية للعمل والإقامة,الموظفين,SERVICE,positive
121:0,إقامة مركزية جدا في جورجاون  فندق كواليتي إن يقع في موقع مركزي في منطقة جورجاون في القطاع 29 ويحتوي على غرف مؤثثة بشكل جيد جدًا، ومطعم يقدم أطعمة متعددة، وخدمة الغرف ممتازة، والموظفين ودودين، قيمة للمال، وأسعار تنافسية للغاية للعمل والإقامة,أسعار,HOTEL,positive
930:0,تحية للجميع حبيت أن أشرح تجربتي وهي عبارة عن ثلاثة أيام وكان الفندق رائع وتكثر فيه الخيارات وأحب أنوه للعاملين المتعاونين جدا جدا,الفندق,HOTEL,positive
930:0,تحية للجميع حبيت أن أشرح تجربتي وهي عبارة عن ثلاثة أيام وكان الفندق رائع وتكثر فيه الخيارات وأحب أنوه للعاملين المتعاونين جدا جدا,عاملين,SERVICE,positive
930:1,"جدا أتمنى الإقامة به مستقبلاً ,",NULL,HOTEL,positive
930:2,ولاأنسى وجبة الأفطار التي كانت تجربة لذيذة جداً,وجبة الأفطار,FOOD_DRINKS,positive
930:3,( ملاحظه ) يوجد للنزيل ورقة يطلب فيها أخذ أراء النزيل في كل شئ وهذا أن دل فيدل على جدية القائمين على الفندق .,القائمين على الفندق,HOTEL,positive
1668:0,فندق جميل ومريح الفندق رائع وجميل و أسعاره جميله و خدمه ممتازة و اهتمام بالنزيل اروع اصنفه علا وانه فندق وشقق عائلية من الدرجه الأولي وسبع نجوم و سبا و مجمع و مطاعم ومواقف ولا اروع منها وفرش جميل و فخم و ذوق.,فندق,HOTEL,positive
